,_id,_score,cluster,entrezgene,name,notfound,symbol,taxid
HHEX,397232,55.76881,1,397232,hematopoietically expressed homeobox,,HHEX,9823.0
HIF1A,396696,55.668434,1,396696,hypoxia inducible factor 1 subunit alpha,,HIF1A,9823.0
HIGD2A,100037984,57.127193,1,100037984,HIG1 hypoxia inducible domain family member 2A,,HIGD2A,9823.0
HILPDA,449525,61.973377,1,449525,hypoxia inducible lipid droplet associated,,HILPDA,9823.0
HMG20B,110259365,55.26519,1,110259365,high mobility group 20B,,HMG20B,9823.0
HMGB2,397130,55.008606,1,397130,high mobility group box 2,,HMGB2,9823.0
HNRNPA0,100519826,57.095028,1,100519826,heterogeneous nuclear ribonucleoprotein A0,,HNRNPA0,9823.0
HNRNPA1,768103,57.720444,1,768103,heterogeneous nuclear ribonucleoprotein A1,,HNRNPA1,9823.0
HNRNPA2B1,100521762,55.815998,1,100521762,heterogeneous nuclear ribonucleoprotein A2/B1,,HNRNPA2B1,9823.0
HNRNPD,100512244,55.55732,1,100512244,heterogeneous nuclear ribonucleoprotein D,,HNRNPD,9823.0
HNRNPDL,100511704,56.9656,1,100511704,heterogeneous nuclear ribonucleoprotein D like,,HNRNPDL,9823.0
HNRNPH1,100519535,55.551292,1,100519535,heterogeneous nuclear ribonucleoprotein H1,,HNRNPH1,9823.0
HNRNPH3,100155513,55.611153,1,100155513,heterogeneous nuclear ribonucleoprotein H3,,HNRNPH3,9823.0
HNRNPU,102165761,56.03808,1,102165761,heterogeneous nuclear ribonucleoprotein U,,HNRNPU,9823.0
HORMAD1,100499502,55.831497,1,100499502,HORMA domain containing 1,,HORMAD1,9823.0
HOXB2,100521989,56.724976,1,100521989,homeobox B2,,HOXB2,9823.0
HOXB5,100522700,54.470806,1,100522700,homeobox B5,,HOXB5,9823.0
HOXB6,100627849,57.722794,1,100627849,homeobox B6,,HOXB6,9823.0
HOXB8,100627661,58.271324,1,100627661,homeobox B8,,HOXB8,9823.0
HOXD8,100515172,59.165768,1,100515172,homeobox D8,,HOXD8,9823.0
HSBP1,100579143,56.597477,1,100579143,heat shock factor binding protein 1,,HSBP1,9823.0
HSF2,100154234,55.639477,1,100154234,heat shock transcription factor 2,,HSF2,9823.0
HSPA13,100152073,55.935806,1,100152073,heat shock protein family A (Hsp70) member 13,,HSPA13,9823.0
HSPA5,407060,56.37049,1,407060,heat shock protein family A (Hsp70) member 5,,HSPA5,9823.0
HSPA8,100511890,55.41873,1,100511890,heat shock protein family A (Hsp70) member 8,,HSPA8,9823.0
HSPB1,493184,55.14652,1,493184,heat shock protein family B (small) member 1,,HSPB1,9823.0
HSPB3,100519061,56.59498,1,100519061,heat shock protein family B (small) member 3,,HSPB3,9823.0
HSPB6,494560,56.593357,1,494560,heat shock protein family B (small) member 6,,HSPB6,9823.0
HSPE1,397575,57.40711,1,397575,heat shock protein family E (Hsp10) member 1,,HSPE1,9823.0
HTR1B,397563,57.244514,1,397563,5-hydroxytryptamine receptor 1B,,HTR1B,9823.0
HTR2B,396837,57.40151,1,396837,5-hydroxytryptamine receptor 2B,,HTR2B,9823.0
IBTK,100153597,54.70362,1,100153597,inhibitor of Bruton tyrosine kinase,,IBTK,9823.0
ICE2,100157039,56.753025,1,100157039,interactor of little elongation complex ELL subunit 2,,ICE2,9823.0
ID1,100522839,56.661453,1,100522839,"inhibitor of DNA binding 1, HLH protein",,ID1,9823.0
ID2,654298,54.531456,1,654298,inhibitor of DNA binding 2,,ID2,9823.0
ID3,100626978,55.005768,1,100626978,"inhibitor of DNA binding 3, HLH protein",,ID3,9823.0
ID4,100144508,57.884617,1,100144508,"inhibitor of DNA binding 4, HLH protein",,ID4,9823.0
IER3,100154770,58.776173,1,100154770,immediate early response 3,,IER3,9823.0
IFFO2,100737107,57.723587,1,100737107,intermediate filament family orphan 2,,IFFO2,9823.0
IFI44L,100511267,60.277832,1,100511267,interferon-induced protein 44-like,,IFI44L,9823.0
IL1A,397094,59.165768,1,397094,interleukin 1 alpha,,IL1A,9823.0
IL1RAP,100628318,56.36755,1,100628318,interleukin 1 receptor accessory protein,,IL1RAP,9823.0
IL33,100518643,59.094162,1,100518643,interleukin 33,,IL33,9823.0
IL6,107652590,55.772762,1,107652590,Interleukin 6 level,,IL6,9823.0
IL6,399500,55.772762,1,399500,interleukin 6,,IL6,9823.0
IL6ST,100037294,56.304153,1,100037294,interleukin 6 signal transducer,,IL6ST,9823.0
IMP3,100151831,54.09236,1,100151831,IMP U3 small nucleolar ribonucleoprotein 3,,IMP3,9823.0
INAFM1,106504172,59.08787,1,106504172,InaF motif containing 1,,INAFM1,9823.0
ING2,100516113,55.31393,1,100516113,inhibitor of growth family member 2,,ING2,9823.0
INHBA,397093,56.423744,1,397093,inhibin subunit beta A,,INHBA,9823.0
INHBE,100518554,58.397522,1,100518554,inhibin subunit beta E,,INHBE,9823.0
IPMK,100623323,55.740314,1,100623323,inositol polyphosphate multikinase,,IPMK,9823.0
IPO7,100626508,54.97078,1,100626508,importin 7,,IPO7,9823.0
IRAK4,100127166,55.5982,1,100127166,interleukin 1 receptor associated kinase 4,,IRAK4,9823.0
IRF2BP2,110256877,56.264378,1,110256877,interferon regulatory factor 2 binding protein 2,,IRF2BP2,9823.0
ISCA2,100738266,55.20413,1,100738266,iron-sulfur cluster assembly 2,,ISCA2,9823.0
ISCU,100621691,54.72428,1,100621691,iron-sulfur cluster assembly enzyme,,ISCU,9823.0
ITGA1,100512142,56.37693,1,100512142,integrin subunit alpha 1,,ITGA1,9823.0
ITGA8,100512676,56.580276,1,100512676,integrin subunit alpha 8,,ITGA8,9823.0
ITGB1,397019,55.32768,1,397019,integrin subunit beta 1,,ITGB1,9823.0
ITM2B,595120,55.26308,1,595120,integral membrane protein 2B,,ITM2B,9823.0
ITPR1,397454,54.83389,1,397454,"inositol 1,4,5-trisphosphate receptor type 1",,ITPR1,9823.0
JADE1,100516328,55.8096,1,100516328,jade family PHD finger 1,,JADE1,9823.0
JAG1,100156773,55.382114,1,100156773,jagged canonical Notch ligand 1,,JAG1,9823.0
JMJD1C,100157328,55.44327,1,100157328,jumonji domain containing 1C,,JMJD1C,9823.0
KANK1,100626649,55.685425,1,100626649,KN motif and ankyrin repeat domains 1,,KANK1,9823.0
KCNE4,397167,56.746864,1,397167,potassium voltage-gated channel subfamily E regulatory subunit 4,,KCNE4,9823.0
KCNRG,100152625,56.535107,1,100152625,potassium channel regulator,,KCNRG,9823.0
KCNV2,100157695,56.664154,1,100157695,potassium voltage-gated channel modifier subfamily V member 2,,KCNV2,9823.0
KHDC4,100157149,54.02763,1,100157149,"KH domain containing 4, pre-mRNA splicing factor",,KHDC4,9823.0
KHDRBS1,100627011,55.179695,1,100627011,"KH RNA binding domain containing, signal transduction associated 1",,KHDRBS1,9823.0
KIAA2026,100520352,57.872673,1,100520352,KIAA2026 ortholog,,KIAA2026,9823.0
KIF11,100526080,55.93368,1,100526080,kinesin family member 11,,KIF11,9823.0
KIFAP3,100157611,57.389915,1,100157611,kinesin associated protein 3,,KIFAP3,9823.0
KITLG,397509,57.02723,1,397509,KIT ligand,,KITLG,9823.0
KLF6,100174961,56.369804,1,100174961,Kruppel like factor 6,,KLF6,9823.0
KLF7,100038003,55.32768,1,100038003,Kruppel like factor 7,,KLF7,9823.0
KLHDC2,100154557,56.049797,1,100154557,kelch domain containing 2,,KLHDC2,9823.0
KLHL42,100513858,55.639194,1,100513858,kelch like family member 42,,KLHL42,9823.0
KLHL9,100739402,58.43179,1,100739402,kelch like family member 9,,KLHL9,9823.0
KMT2E,100628131,55.817368,1,100628131,lysine methyltransferase 2E,,KMT2E,9823.0
KRAS,100518251,55.38608,1,100518251,"KRAS proto-oncogene, GTPase",,KRAS,9823.0
LACTB,100152773,56.529747,1,100152773,lactamase beta,,LACTB,9823.0
LAMB1,396707,56.48953,1,396707,laminin subunit beta 1,,LAMB1,9823.0
LARP6,100522415,55.68317,1,100522415,"La ribonucleoprotein 6, translational regulator",,LARP6,9823.0
LEMD3,100511508,55.553963,1,100511508,LEM domain containing 3,,LEMD3,9823.0
LGALS1,414915,56.878452,1,414915,galectin 1,,LGALS1,9823.0
LGALSL,100270690,55.832478,1,100270690,galectin like,,LGALSL,9823.0
LHFPL2,100523234,56.36966,1,100523234,LHFPL tetraspan subfamily member 2,,LHFPL2,9823.0
LHFPL6,100624925,56.535107,1,100624925,LHFPL tetraspan subfamily member 6,,LHFPL6,9823.0
LIF,399503,57.90119,1,399503,LIF interleukin 6 family cytokine,,LIF,9823.0
LIG4,100155891,55.73181,1,100155891,DNA ligase 4,,LIG4,9823.0
LOX,100525278,55.243946,1,100525278,lysyl oxidase,,LOX,9823.0
LRRC58,100523026,56.13937,1,100523026,leucine rich repeat containing 58,,LRRC58,9823.0
LRRTM2,100524309,56.230907,1,100524309,leucine rich repeat transmembrane neuronal 2,,LRRTM2,9823.0
LUC7L3,100625081,55.26955,1,100625081,LUC7 like 3 pre-mRNA splicing factor,,LUC7L3,9823.0
LXN,100620551,55.82299,1,100620551,latexin,,LXN,9823.0
LYSMD3,100519537,54.41561,1,100519537,LysM domain containing 3,,LYSMD3,9823.0
MACO1,654414,55.78543,1,654414,macoilin 1,,MACO1,9823.0
MAD2L1,100523455,54.94545,1,100523455,mitotic arrest deficient 2 like 1,,MAD2L1,9823.0
MAGOHB,100518306,60.240032,1,100518306,"mago homolog B, exon junction complex subunit",,MAGOHB,9823.0
MAPK1IP1L,100526089,56.91467,1,100526089,mitogen-activated protein kinase 1 interacting protein 1 like,,MAPK1IP1L,9823.0
MARCKS,100517207,56.939053,1,100517207,myristoylated alanine rich protein kinase C substrate,,MARCKS,9823.0
MARVELD1,100521688,56.569267,1,100521688,MARVEL domain containing 1,,MARVELD1,9823.0
MBD2,100511112,58.735634,1,100511112,methyl-CpG binding domain protein 2,,MBD2,9823.0
MBNL1,100525306,56.147293,1,100525306,muscleblind like splicing regulator 1,,MBNL1,9823.0
MCL1,397648,58.35703,1,397648,"MCL1 apoptosis regulator, BCL2 family member",,MCL1,9823.0
MDFIC,100192442,56.144203,1,100192442,MyoD family inhibitor domain containing,,MDFIC,9823.0
ME1,397538,54.371445,1,397538,malic enzyme 1,,ME1,9823.0
MED11,100513494,56.84439,1,100513494,mediator complex subunit 11,,MED11,9823.0
MED13,100628203,56.31785,1,100628203,mediator complex subunit 13,,MED13,9823.0
MED13L,100151978,53.55135,1,100151978,mediator complex subunit 13L,,MED13L,9823.0
MED31,100622626,56.133347,1,100622626,mediator complex subunit 31,,MED31,9823.0
MED4,100520327,55.910397,1,100520327,mediator complex subunit 4,,MED4,9823.0
MEIS1,100517152,56.429108,1,100517152,Meis homeobox 1,,MEIS1,9823.0
MET,654328,53.434902,1,654328,"MET proto-oncogene, receptor tyrosine kinase",,MET,9823.0
METTL14,100525761,56.39789,1,100525761,methyltransferase like 14,,METTL14,9823.0
METTL21A,100518583,55.182537,1,100518583,methyltransferase like 21A,,METTL21A,9823.0
MEX3C,100525021,56.490574,1,100525021,mex-3 RNA binding family member C,,MEX3C,9823.0
MFHAS1,100623863,54.5491,1,100623863,malignant fibrous histiocytoma amplified sequence 1,,MFHAS1,9823.0
MGAT2,100151745,53.42524,1,100151745,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",,MGAT2,9823.0
MGP,397206,56.373833,1,397206,matrix Gla protein,,MGP,9823.0
MIB1,100628163,55.456295,1,100628163,mindbomb E3 ubiquitin protein ligase 1,,MIB1,9823.0
MIER1,100621902,56.30518,1,100621902,MIER1 transcriptional regulator,,MIER1,9823.0
MINDY3,100525772,54.958706,1,100525772,MINDY lysine 48 deubiquitinase 3,,MINDY3,9823.0
MINPP1,100152243,57.907524,1,100152243,multiple inositol-polyphosphate phosphatase 1,,MINPP1,9823.0
MLLT11,100520242,56.02221,1,100520242,MLLT11 transcription factor 7 cofactor,,MLLT11,9823.0
MON2,100154568,55.202744,1,100154568,"MON2 homolog, regulator of endosome-to-Golgi trafficking",,MON2,9823.0
MORF4L1,100154823,56.840595,1,100154823,mortality factor 4 like 1,,MORF4L1,9823.0
MRPL57,110255790,55.266403,1,110255790,mitochondrial ribosomal protein L57,,MRPL57,9823.0
MSC,100155518,56.952248,1,100155518,musculin,,MSC,9823.0
MSRB3,100511693,55.671394,1,100511693,methionine sulfoxide reductase B3,,MSRB3,9823.0
MSS51,100156215,55.271145,1,100156215,MSS51 mitochondrial translational activator,,MSS51,9823.0
MTERF1,100516386,57.368145,1,100516386,mitochondrial transcription termination factor 1,,MTERF1,9823.0
MTPN,100521697,56.506058,1,100521697,myotrophin,,MTPN,9823.0
MYBL1,100524984,54.48574,1,100524984,MYB proto-oncogene like 1,,MYBL1,9823.0
MYC,448810,57.256985,1,448810,"MYC proto-oncogene, bHLH transcription factor",,MYC,9823.0
MYL1,397666,56.45392,1,397666,myosin light chain 1,,MYL1,9823.0
MYL9,100157760,57.270336,1,100157760,myosin light chain 9,,MYL9,9823.0
MYO1B,100517198,56.743385,1,100517198,myosin IB,,MYO1B,9823.0
MYOZ2,733663,57.598003,1,733663,myozenin 2,,MYOZ2,9823.0
MYSM1,100511137,55.69531,1,100511137,"Myb like, SWIRM and MPN domains 1",,MYSM1,9823.0
NAA30,100152018,56.59973,1,100152018,"N(alpha)-acetyltransferase 30, NatC catalytic subunit",,NAA30,9823.0
NAB1,100151855,56.69739,1,100151855,NGFI-A binding protein 1,,NAB1,9823.0
NABP1,100155066,56.788784,1,100155066,nucleic acid binding protein 1,,NABP1,9823.0
NAP1L1,100524086,56.26108,1,100524086,nucleosome assembly protein 1 like 1,,NAP1L1,9823.0
NCKAP1,100158033,54.852745,1,100158033,NCK associated protein 1,,NCKAP1,9823.0
NDUFB10,100623873,57.10109,1,100623873,NADH:ubiquinone oxidoreductase subunit B10,,NDUFB10,9823.0
NDUFB5,100523751,56.038033,1,100523751,NADH:ubiquinone oxidoreductase subunit B5,,NDUFB5,9823.0
NDUFV2,100037991,55.46872,1,100037991,NADH:ubiquinone oxidoreductase core subunit V2,,NDUFV2,9823.0
NECTIN3,100518152,57.71137,1,100518152,nectin cell adhesion molecule 3,,NECTIN3,9823.0
NEDD4,100514504,52.916794,1,100514504,NEDD4 E3 ubiquitin protein ligase,,NEDD4,9823.0
NFAT5,100516737,55.135674,1,100516737,nuclear factor of activated T cells 5,,NFAT5,9823.0
NFE2L1,106505015,55.089394,1,106505015,"nuclear factor, erythroid 2 like 1",,NFE2L1,9823.0
NFIL3,100153822,56.289192,1,100153822,"nuclear factor, interleukin 3 regulated",,NFIL3,9823.0
NFKBIZ,100520981,57.793175,1,100520981,NFKB inhibitor zeta,,NFKBIZ,9823.0
NFYB,100157587,58.452488,1,100157587,nuclear transcription factor Y subunit beta,,NFYB,9823.0
NGF,100738968,57.41713,1,100738968,nerve growth factor,,NGF,9823.0
NGLY1,100522951,56.51815,1,100522951,N-glycanase 1,,NGLY1,9823.0
NOP10,100156164,57.361755,1,100156164,NOP10 ribonucleoprotein,,NOP10,9823.0
NOTCH2,100153369,57.4482,1,100153369,notch receptor 2,,NOTCH2,9823.0
NPM1,100525313,57.70083,1,100525313,nucleophosmin 1,,NPM1,9823.0
NR2F2,100153983,56.70801,1,100153983,nuclear receptor subfamily 2 group F member 2,,NR2F2,9823.0
NR4A2,100157120,54.803658,1,100157120,nuclear receptor subfamily 4 group A member 2,,NR4A2,9823.0
NRAS,100739349,56.675667,1,100739349,"NRAS proto-oncogene, GTPase",,NRAS,9823.0
NREP,100037285,59.160988,1,100037285,neuronal regeneration related protein,,NREP,9823.0
NRIP1,106505834,55.909523,1,106505834,nuclear receptor interacting protein 1,,NRIP1,9823.0
NSD3,100520868,55.09623,1,100520868,nuclear receptor binding SET domain protein 3,,NSD3,9823.0
NT5C2,100154612,54.95015,1,100154612,"5'-nucleotidase, cytosolic II",,NT5C2,9823.0
NUCKS1,100626322,56.139893,1,100626322,nuclear casein kinase and cyclin dependent kinase substrate 1,,NUCKS1,9823.0
NUFIP2,100519109,56.19407,1,100519109,nuclear FMR1 interacting protein 2,,NUFIP2,9823.0
OARD1,100518497,56.539494,1,100518497,O-acyl-ADP-ribose deacylase 1,,OARD1,9823.0
OGA,100152585,56.289192,1,100152585,O-GlcNAcase,,OGA,9823.0
OMG,100525125,56.128597,1,100525125,oligodendrocyte myelin glycoprotein,,OMG,9823.0
ORC4,100519056,55.553482,1,100519056,origin recognition complex subunit 4,,ORC4,9823.0
ORMDL1,100155491,55.74484,1,100155491,ORMDL sphingolipid biosynthesis regulator 1,,ORMDL1,9823.0
OSBPL8,100525288,55.63425,1,100525288,oxysterol binding protein like 8,,OSBPL8,9823.0
OSR2,100155180,56.022247,1,100155180,odd-skipped related transciption factor 2,,OSR2,9823.0
OSTF1,397066,53.848576,1,397066,osteoclast stimulating factor 1,,OSTF1,9823.0
OTUD7B,100152569,57.65034,1,100152569,OTU deubiquitinase 7B,,OTUD7B,9823.0
OXR1,100153332,55.89836,1,100153332,oxidation resistance 1,,OXR1,9823.0
OXSM,102162360,55.4256,1,102162360,"3-oxoacyl-ACP synthase, mitochondrial",,OXSM,9823.0
P14ARF,396553,69.05565,1,396553,p14ARF protein,,P14ARF,9823.0
P3H2,100520219,54.75313,1,100520219,prolyl 3-hydroxylase 2,,P3H2,9823.0
PARP8,100511108,56.44049,1,100511108,poly(ADP-ribose) polymerase family member 8,,PARP8,9823.0
PAWR,102164931,55.09623,1,102164931,pro-apoptotic WT1 regulator,,PAWR,9823.0
PCBP1,100511501,60.013176,1,100511501,poly(rC) binding protein 1,,PCBP1,9823.0
PCDH17,100157362,54.930325,1,100157362,protocadherin 17,,PCDH17,9823.0
PCDH18,110262155,56.2393,1,110262155,protocadherin 18,,PCDH18,9823.0
PCF11,100515845,56.135155,1,100515845,PCF11 cleavage and polyadenylation factor subunit,,PCF11,9823.0
PCM1,100514927,57.740765,1,100514927,pericentriolar material 1,,PCM1,9823.0
PCNX1,100154536,55.90442,1,100154536,pecanex 1,,PCNX1,9823.0
PDCD10,100157978,56.25643,1,100157978,programmed cell death 10,,PDCD10,9823.0
PDE3A,396555,55.84484,1,396555,phosphodiesterase 3A,,PDE3A,9823.0
PDE5A,397616,54.508835,1,397616,phosphodiesterase 5A,,PDE5A,9823.0
PDHB,100516042,53.794094,1,100516042,pyruvate dehydrogenase E1 beta subunit,,PDHB,9823.0
PDHX,100525559,54.874416,1,100525559,pyruvate dehydrogenase complex component X,,PDHX,9823.0
PDIK1L,100624130,54.868855,1,100624130,PDLIM1 interacting kinase 1 like,,PDIK1L,9823.0
PDLIM1,100155592,55.71354,1,100155592,PDZ and LIM domain 1,,PDLIM1,9823.0
PDLIM5,100515041,56.79623,1,100515041,PDZ and LIM domain 5,,PDLIM5,9823.0
PELI2,100152019,56.000484,1,100152019,pellino E3 ubiquitin protein ligase family member 2,,PELI2,9823.0
PELO,100511788,55.67327,1,100511788,pelota mRNA surveillance and ribosome rescue factor,,PELO,9823.0
PFN1,100512494,58.039833,1,100512494,profilin 1,,PFN1,9823.0
PFN2,100621523,57.09372,1,100621523,profilin 2,,PFN2,9823.0
PHF23,100625554,59.777733,1,100625554,PHD finger protein 23,,PHF23,9823.0
PHF3,110260283,54.715935,1,110260283,PHD finger protein 3,,PHF3,9823.0
PHLDA1,100523904,58.748535,1,100523904,pleckstrin homology like domain family A member 1,,PHLDA1,9823.0
PHLDA2,100379631,56.664154,1,100379631,pleckstrin homology like domain family A member 2,,PHLDA2,9823.0
PHLDB2,100623057,57.595272,1,100623057,pleckstrin homology like domain family B member 2,,PHLDB2,9823.0
PHTF2,100515229,56.043182,1,100515229,putative homeodomain transcription factor 2,,PHTF2,9823.0
PI15,100158209,56.54777,1,100158209,peptidase inhibitor 15,,PI15,9823.0
PIAS3,100511878,57.71869,1,100511878,protein inhibitor of activated STAT 3,,PIAS3,9823.0
PIGB,100515767,55.132935,1,100515767,phosphatidylinositol glycan anchor biosynthesis class B,,PIGB,9823.0
PIGC,100312979,55.770653,1,100312979,phosphatidylinositol glycan anchor biosynthesis class C,,PIGC,9823.0
PIK3IP1,100155147,55.25976,1,100155147,phosphoinositide-3-kinase interacting protein 1,,PIK3IP1,9823.0
PIM1,100157844,56.70156,1,100157844,"Pim-1 proto-oncogene, serine/threonine kinase",,PIM1,9823.0
PJVK,100518993,54.609016,1,100518993,pejvakin,,PJVK,9823.0
PKD2,641309,57.270058,1,641309,"polycystin 2, transient receptor potential cation channel",,PKD2,9823.0
PLEKHF2,110260255,55.68317,1,110260255,pleckstrin homology and FYVE domain containing 2,,PLEKHF2,9823.0
PLK2,397251,57.910328,1,397251,polo like kinase 2,,PLK2,9823.0
PLOD2,641354,55.69443,1,641354,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",,PLOD2,9823.0
PLSCR4,100518400,60.10594,1,100518400,phospholipid scramblase 4,,PLSCR4,9823.0
PMAIP1,397278,59.55999,1,397278,phorbol-12-myristate-13-acetate-induced protein 1,,PMAIP1,9823.0
PNRC1,106508885,57.181034,1,106508885,proline rich nuclear receptor coactivator 1,,PNRC1,9823.0
PNRC2,100625012,57.648945,1,100625012,proline rich nuclear receptor coactivator 2,,PNRC2,9823.0
POLI,100525374,53.86189,1,100525374,DNA polymerase iota,,POLI,9823.0
POPDC3,100151910,56.468117,1,100151910,popeye domain containing 3,,POPDC3,9823.0
POSTN,100152401,55.787643,1,100152401,periostin,,POSTN,9823.0
PPARG,397671,55.126995,1,397671,peroxisome proliferator activated receptor gamma,,PPARG,9823.0
PPM1K,110262190,55.717068,1,110262190,"protein phosphatase, Mg2+/Mn2+ dependent 1K",,PPM1K,9823.0
PPM1N,110261010,61.269115,1,110261010,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",,PPM1N,9823.0
PPOX,100153636,57.367817,1,100153636,protoporphyrinogen oxidase,,PPOX,9823.0
PPP1CB,397378,54.981796,1,397378,protein phosphatase 1 catalytic subunit beta,,PPP1CB,9823.0
PPP1CC,733612,54.694855,1,733612,protein phosphatase 1 catalytic subunit gamma,,PPP1CC,9823.0
PPP1R10,100144450,55.036083,1,100144450,protein phosphatase 1 regulatory subunit 10,,PPP1R10,9823.0
PPP1R12A,397190,55.927624,1,397190,protein phosphatase 1 regulatory subunit 12A,,PPP1R12A,9823.0
PPP1R15A,100522679,58.968018,1,100522679,protein phosphatase 1 regulatory subunit 15A,,PPP1R15A,9823.0
PPP1R15B,100512360,58.428032,1,100512360,protein phosphatase 1 regulatory subunit 15B,,PPP1R15B,9823.0
PPP1R3C,641349,55.38608,1,641349,protein phosphatase 1 regulatory subunit 3C,,PPP1R3C,9823.0
PPP2R2A,397090,56.664886,1,397090,protein phosphatase 2 regulatory subunit Balpha,,PPP2R2A,9823.0
